julian,date
2454007.0,1b421.65
2454007.5,1b421.66
2454008.0,1b421.66
2454008.5,1b421.67
2454009.0,1b421.67
2454009.5,1b421.7b7
2454010.0,1b421.7b7
2454010.5,1b421.7b6
2454011.0,1b421.7b6
2454011.5,1b421.7b5
2454012.0,1b421.7b5
2454012.5,1b421.7b4
2454013.0,1b421.7b4
2454013.5,1b421.7b3
2454014.0,1b421.7b3
2454014.5,1b421.7b2
2454015.0,1b421.7b2
2454015.5,1b421.7b1
2454016.0,1b421.7b1
2454016.5,1b421.7b0
2454017.0,1b421.70
2454017.5,1b421.71
2454018.0,1b421.71
2454018.5,1b421.72
2454019.0,1b421.72
2454019.5,1b421.73
2454020.0,1b421.73
2454020.5,1b421.74
2454021.0,1b421.74
2454021.5,1b421.75
2454022.0,1b421.75
2454022.5,1b421.76
2454023.0,1b421.76
2454023.5,1b421.77
2454024.0,1b421.77
2454024.5,1b421.8b7
2454025.0,1b421.8b7
2454025.5,1b421.8b6
2454026.0,1b421.8b6
2454026.5,1b421.8b5
2454027.0,1b421.8b5
2454027.5,1b421.8b4
2454028.0,1b421.8b4
2454028.5,1b421.8b3
2454029.0,1b421.8b3
2454029.5,1b421.8b2
2454030.0,1b421.8b2
2454030.5,1b421.8b1
2454031.0,1b421.8b1
2454031.5,1b421.8b0
2454032.0,1b421.80
2454032.5,1b421.81
2454033.0,1b421.81
2454033.5,1b421.82
2454034.0,1b421.82
2454034.5,1b421.83
2454035.0,1b421.83
2454035.5,1b421.84
2454036.0,1b421.84
2454036.5,1b421.85
2454037.0,1b421.85
2454037.5,1b421.86
2454038.0,1b421.86
2454038.5,1b421.87
2454039.0,1b421.87
2454039.5,1b421.9b7
2454040.0,1b421.9b7
2454040.5,1b421.9b6
2454041.0,1b421.9b6
2454041.5,1b421.9b5
2454042.0,1b421.9b5
2454042.5,1b421.9b4
2454043.0,1b421.9b4
2454043.5,1b421.9b3
2454044.0,1b421.9b3
2454044.5,1b421.9b2
2454045.0,1b421.9b2
2454045.5,1b421.9b1
2454046.0,1b421.9b1
2454046.5,1b421.9b0
2454047.0,1b421.90
2454047.5,1b421.91
2454048.0,1b421.91
2454048.5,1b421.92
2454049.0,1b421.92
2454049.5,1b421.93
2454050.0,1b421.93
2454050.5,1b421.94
2454051.0,1b421.94
2454051.5,1b421.95
2454052.0,1b421.95
2454052.5,1b421.96
2454053.0,1b421.96
2454053.5,1b421.97
2454054.0,1b421.97
2454054.5,1b421.Ab7
2454055.0,1b421.Ab7
2454055.5,1b421.Ab6
2454056.0,1b421.Ab6
2454056.5,1b421.Ab5
2454057.0,1b421.Ab5
2454057.5,1b421.Ab4
2454058.0,1b421.Ab4
2454058.5,1b421.Ab3
2454059.0,1b421.Ab3
2454059.5,1b421.Ab2
2454060.0,1b421.Ab2
2454060.5,1b421.Ab1
2454061.0,1b421.Ab1
2454061.5,1b421.Ab0
2454062.0,1b421.A0
2454062.5,1b421.A1
2454063.0,1b421.A1
2454063.5,1b421.A2
2454064.0,1b421.A2
2454064.5,1b421.A3
2454065.0,1b421.A3
2454065.5,1b421.A4
2454066.0,1b421.A4
2454066.5,1b421.A5
2454067.0,1b421.A5
2454067.5,1b421.A6
2454068.0,1b421.A6
2454068.5,1b421.A7
2454069.0,1b421.A7
2454069.5,1b421.Bb7
2454070.0,1b421.Bb7
2454070.5,1b421.Bb6
2454071.0,1b421.Bb6
2454071.5,1b421.Bb5
2454072.0,1b421.Bb5
2454072.5,1b421.Bb4
2454073.0,1b421.Bb4
2454073.5,1b421.Bb3
2454074.0,1b421.Bb3
2454074.5,1b421.Bb2
2454075.0,1b421.Bb2
2454075.5,1b421.Bb1
2454076.0,1b421.Bb1
2454076.5,1b421.Bb0
2454077.0,1b421.B0
2454077.5,1b421.B1
2454078.0,1b421.B1
2454078.5,1b421.B2
2454079.0,1b421.B2
2454079.5,1b421.B3
2454080.0,1b421.B3
2454080.5,1b421.B4
2454081.0,1b421.B4
2454081.5,1b421.B5
2454082.0,1b421.B5
2454082.5,1b421.B6
2454083.0,1b421.B6
2454083.5,1b421.B7
2454084.0,1b421.B7
2454084.5,1b421.Cb7
2454085.0,1b421.Cb7
2454085.5,1b421.Cb6
2454086.0,1b421.Cb6
2454086.5,1b421.Cb5
2454087.0,1b421.Cb5
2454087.5,1b421.Cb4
2454088.0,1b421.Cb4
2454088.5,1b421.Cb3
2454089.0,1b421.Cb3
2454089.5,1b421.Cb2
2454090.0,1b421.Cb2
2454090.5,1b421.Cb1
2454091.0,1b421.Cb1
2454091.5,1b421.Cb0
2454092.0,1b422.bC0
2454092.5,1b422.bC1
2454093.0,1b422.bC1
2454093.5,1b422.bC2
2454094.0,1b422.bC2
2454094.5,1b422.bC3
2454095.0,1b422.bC3
2454095.5,1b422.bC4
2454096.0,1b422.bC4
2454096.5,1b422.bC5
2454097.0,1b422.bC5
2454097.5,1b422.bC6
2454098.0,1b422.bC6
2454098.5,1b422.bC7
2454099.0,1b422.bBb7
2454099.5,1b422.bBb6
2454100.0,1b422.bBb6
2454100.5,1b422.bBb5
2454101.0,1b422.bBb5
2454101.5,1b422.bBb4
2454102.0,1b422.bBb4
2454102.5,1b422.bBb3
2454103.0,1b422.bBb3
2454103.5,1b422.bBb2
2454104.0,1b422.bBb2
2454104.5,1b422.bBb1
2454105.0,1b422.bBb1
2454105.5,1b422.bBb0
2454106.0,1b422.bB0
2454106.5,1b422.bB1
2454107.0,1b422.bB1
2454107.5,1b422.bB2
2454108.0,1b422.bB2
2454108.5,1b422.bB3
2454109.0,1b422.bB3
2454109.5,1b422.bB4
2454110.0,1b422.bB4
2454110.5,1b422.bB5
2454111.0,1b422.bB5
2454111.5,1b422.bB6
2454112.0,1b422.bB6
2454112.5,1b422.bB7
2454113.0,1b422.bB7
2454113.5,1b422.bAb7
2454114.0,1b422.bAb7
2454114.5,1b422.bAb6
2454115.0,1b422.bAb6
2454115.5,1b422.bAb5
2454116.0,1b422.bAb5
2454116.5,1b422.bAb4
2454117.0,1b422.bAb4
2454117.5,1b422.bAb3
2454118.0,1b422.bAb3
2454118.5,1b422.bAb2
2454119.0,1b422.bAb2
2454119.5,1b422.bAb1
2454120.0,1b422.bAb1
2454120.5,1b422.bAb0
2454121.0,1b422.bA0
2454121.5,1b422.bA1
2454122.0,1b422.bA1
2454122.5,1b422.bA2
2454123.0,1b422.bA2
2454123.5,1b422.bA3
2454124.0,1b422.bA3
2454124.5,1b422.bA4
2454125.0,1b422.bA4
2454125.5,1b422.bA5
2454126.0,1b422.bA5
2454126.5,1b422.bA6
2454127.0,1b422.bA6
2454127.5,1b422.bA7
2454128.0,1b422.bA7
2454128.5,1b422.b9b7
2454129.0,1b422.b9b7
2454129.5,1b422.b9b6
2454130.0,1b422.b9b6
2454130.5,1b422.b9b5
2454131.0,1b422.b9b5
2454131.5,1b422.b9b4
2454132.0,1b422.b9b4
2454132.5,1b422.b9b3
2454133.0,1b422.b9b3
2454133.5,1b422.b9b2
2454134.0,1b422.b9b2
2454134.5,1b422.b9b1
2454135.0,1b422.b9b1
2454135.5,1b422.b9b0
2454136.0,1b422.b90
2454136.5,1b422.b91
2454137.0,1b422.b91
2454137.5,1b422.b92
2454138.0,1b422.b92
2454138.5,1b422.b93
2454139.0,1b422.b93
2454139.5,1b422.b94
2454140.0,1b422.b94
2454140.5,1b422.b95
2454141.0,1b422.b95
2454141.5,1b422.b96
2454142.0,1b422.b96
2454142.5,1b422.b97
2454143.0,1b422.b97
2454143.5,1b422.b8b7
2454144.0,1b422.b8b7
2454144.5,1b422.b8b6
2454145.0,1b422.b8b6
2454145.5,1b422.b8b5
2454146.0,1b422.b8b5
2454146.5,1b422.b8b4
2454147.0,1b422.b8b4
2454147.5,1b422.b8b3
2454148.0,1b422.b8b3
2454148.5,1b422.b8b2
2454149.0,1b422.b8b2
2454149.5,1b422.b8b1
2454150.0,1b422.b8b1
2454150.5,1b422.b8b0
2454151.0,1b422.b80
2454151.5,1b422.b81
2454152.0,1b422.b81
2454152.5,1b422.b82
2454153.0,1b422.b82
2454153.5,1b422.b83
2454154.0,1b422.b83
2454154.5,1b422.b84
2454155.0,1b422.b84
2454155.5,1b422.b85
2454156.0,1b422.b85
2454156.5,1b422.b86
2454157.0,1b422.b86
2454157.5,1b422.b87
2454158.0,1b422.b7b7
2454158.5,1b422.b7b6
2454159.0,1b422.b7b6
2454159.5,1b422.b7b5
2454160.0,1b422.b7b5
2454160.5,1b422.b7b4
2454161.0,1b422.b7b4
2454161.5,1b422.b7b3
2454162.0,1b422.b7b3
2454162.5,1b422.b7b2
2454163.0,1b422.b7b2
2454163.5,1b422.b7b1
2454164.0,1b422.b7b1
2454164.5,1b422.b7b0
2454165.0,1b422.b70
2454165.5,1b422.b71
2454166.0,1b422.b71
2454166.5,1b422.b72
2454167.0,1b422.b72
2454167.5,1b422.b73
2454168.0,1b422.b73
2454168.5,1b422.b74
2454169.0,1b422.b74
2454169.5,1b422.b75
2454170.0,1b422.b75
2454170.5,1b422.b76
2454171.0,1b422.b76
2454171.5,1b422.b77
2454172.0,1b422.b77
2454172.5,1b422.b78
2454173.0,1b422.b6b8
2454173.5,1b422.b6b7
2454174.0,1b422.b6b7
2454174.5,1b422.b6b6
2454175.0,1b422.b6b6
2454175.5,1b422.b6b5
2454176.0,1b422.b6b5
2454176.5,1b422.b6b4
2454177.0,1b422.b6b4
2454177.5,1b422.b6b3
2454178.0,1b422.b6b3
2454178.5,1b422.b6b2
2454179.0,1b422.b6b2
2454179.5,1b422.b6b1
2454180.0,1b422.b6b1
2454180.5,1b422.b6b0
2454181.0,1b422.b60
2454181.5,1b422.b61
2454182.0,1b422.b61
2454182.5,1b422.b62
2454183.0,1b422.b62
2454183.5,1b422.b63
2454184.0,1b422.b63
2454184.5,1b422.b64
2454185.0,1b422.b64
2454185.5,1b422.b65
2454186.0,1b422.b65
2454186.5,1b422.b66
2454187.0,1b422.b66
2454187.5,1b422.b67
2454188.0,1b422.b67
2454188.5,1b422.b5b7
2454189.0,1b422.b5b7
2454189.5,1b422.b5b6
2454190.0,1b422.b5b6
2454190.5,1b422.b5b5
2454191.0,1b422.b5b5
2454191.5,1b422.b5b4
2454192.0,1b422.b5b4
2454192.5,1b422.b5b3
2454193.0,1b422.b5b3
2454193.5,1b422.b5b2
2454194.0,1b422.b5b2
2454194.5,1b422.b5b1
2454195.0,1b422.b5b1
2454195.5,1b422.b5b0
2454196.0,1b422.b50
2454196.5,1b422.b51
2454197.0,1b422.b51
2454197.5,1b422.b52
2454198.0,1b422.b52
2454198.5,1b422.b53
2454199.0,1b422.b53
2454199.5,1b422.b54
2454200.0,1b422.b54
2454200.5,1b422.b55
2454201.0,1b422.b55
2454201.5,1b422.b56
2454202.0,1b422.b56
2454202.5,1b422.b57
2454203.0,1b422.b57
2454203.5,1b422.b4b7
2454204.0,1b422.b4b7
2454204.5,1b422.b4b6
2454205.0,1b422.b4b6
2454205.5,1b422.b4b5
2454206.0,1b422.b4b5
2454206.5,1b422.b4b4
2454207.0,1b422.b4b4
2454207.5,1b422.b4b3
2454208.0,1b422.b4b3
2454208.5,1b422.b4b2
2454209.0,1b422.b4b2
2454209.5,1b422.b4b1
2454210.0,1b422.b4b1
2454210.5,1b422.b4b0
2454211.0,1b422.b40
2454211.5,1b422.b41
2454212.0,1b422.b41
2454212.5,1b422.b42
2454213.0,1b422.b42
2454213.5,1b422.b43
2454214.0,1b422.b43
2454214.5,1b422.b44
2454215.0,1b422.b44
2454215.5,1b422.b45
2454216.0,1b422.b45
2454216.5,1b422.b46
2454217.0,1b422.b46
2454217.5,1b422.b47
2454218.0,1b422.b47
2454218.5,1b422.b3b7
2454219.0,1b422.b3b7
2454219.5,1b422.b3b6
2454220.0,1b422.b3b6
2454220.5,1b422.b3b5
2454221.0,1b422.b3b5
2454221.5,1b422.b3b4
2454222.0,1b422.b3b4
2454222.5,1b422.b3b3
2454223.0,1b422.b3b3
2454223.5,1b422.b3b2
2454224.0,1b422.b3b2
2454224.5,1b422.b3b1
2454225.0,1b422.b3b1
2454225.5,1b422.b3b0
2454226.0,1b422.b30
2454226.5,1b422.b31
2454227.0,1b422.b31
2454227.5,1b422.b32
2454228.0,1b422.b32
2454228.5,1b422.b33
2454229.0,1b422.b33
2454229.5,1b422.b34
2454230.0,1b422.b34
2454230.5,1b422.b35
2454231.0,1b422.b35
2454231.5,1b422.b36
2454232.0,1b422.b36
2454232.5,1b422.b37
