julian,date
2455753.0,1b426.13
2455753.5,1b426.14
2455754.0,1b426.14
2455754.5,1b426.15
2455755.0,1b426.15
2455755.5,1b426.16
2455756.0,1b426.16
2455756.5,1b426.17
2455757.0,1b426.17
2455757.5,1b426.18
2455758.0,1b426.2b8
2455758.5,1b426.2b7
2455759.0,1b426.2b7
2455759.5,1b426.2b6
2455760.0,1b426.2b6
2455760.5,1b426.2b5
2455761.0,1b426.2b5
2455761.5,1b426.2b4
2455762.0,1b426.2b4
2455762.5,1b426.2b3
2455763.0,1b426.2b3
2455763.5,1b426.2b2
2455764.0,1b426.2b2
2455764.5,1b426.2b1
2455765.0,1b426.2b1
2455765.5,1b426.2b0
2455766.0,1b426.20
2455766.5,1b426.21
2455767.0,1b426.21
2455767.5,1b426.22
2455768.0,1b426.22
2455768.5,1b426.23
2455769.0,1b426.23
2455769.5,1b426.24
2455770.0,1b426.24
2455770.5,1b426.25
2455771.0,1b426.25
2455771.5,1b426.26
2455772.0,1b426.26
2455772.5,1b426.27
2455773.0,1b426.27
2455773.5,1b426.3b7
2455774.0,1b426.3b7
2455774.5,1b426.3b6
2455775.0,1b426.3b6
2455775.5,1b426.3b5
2455776.0,1b426.3b5
2455776.5,1b426.3b4
2455777.0,1b426.3b4
2455777.5,1b426.3b3
2455778.0,1b426.3b3
2455778.5,1b426.3b2
2455779.0,1b426.3b2
2455779.5,1b426.3b1
2455780.0,1b426.3b1
2455780.5,1b426.3b0
2455781.0,1b426.30
2455781.5,1b426.31
2455782.0,1b426.31
2455782.5,1b426.32
2455783.0,1b426.32
2455783.5,1b426.33
2455784.0,1b426.33
2455784.5,1b426.34
2455785.0,1b426.34
2455785.5,1b426.35
2455786.0,1b426.35
2455786.5,1b426.36
2455787.0,1b426.36
2455787.5,1b426.37
2455788.0,1b426.37
2455788.5,1b426.38
2455789.0,1b426.4b8
2455789.5,1b426.4b7
2455790.0,1b426.4b7
2455790.5,1b426.4b6
2455791.0,1b426.4b6
2455791.5,1b426.4b5
2455792.0,1b426.4b5
2455792.5,1b426.4b4
2455793.0,1b426.4b4
2455793.5,1b426.4b3
2455794.0,1b426.4b3
2455794.5,1b426.4b2
2455795.0,1b426.4b2
2455795.5,1b426.4b1
2455796.0,1b426.4b1
2455796.5,1b426.4b0
2455797.0,1b426.40
2455797.5,1b426.41
2455798.0,1b426.41
2455798.5,1b426.42
2455799.0,1b426.42
2455799.5,1b426.43
2455800.0,1b426.43
2455800.5,1b426.44
2455801.0,1b426.44
2455801.5,1b426.45
2455802.0,1b426.45
2455802.5,1b426.46
2455803.0,1b426.46
2455803.5,1b426.47
2455804.0,1b426.47
2455804.5,1b426.5b7
2455805.0,1b426.5b7
2455805.5,1b426.5b6
2455806.0,1b426.5b6
2455806.5,1b426.5b5
2455807.0,1b426.5b5
2455807.5,1b426.5b4
2455808.0,1b426.5b4
2455808.5,1b426.5b3
2455809.0,1b426.5b3
2455809.5,1b426.5b2
2455810.0,1b426.5b2
2455810.5,1b426.5b1
2455811.0,1b426.5b1
2455811.5,1b426.5b0
2455812.0,1b426.50
2455812.5,1b426.51
2455813.0,1b426.51
2455813.5,1b426.52
2455814.0,1b426.52
2455814.5,1b426.53
2455815.0,1b426.53
2455815.5,1b426.54
2455816.0,1b426.54
2455816.5,1b426.55
2455817.0,1b426.55
2455817.5,1b426.56
2455818.0,1b426.56
2455818.5,1b426.57
2455819.0,1b426.57
2455819.5,1b426.58
2455820.0,1b426.6b8
2455820.5,1b426.6b7
2455821.0,1b426.6b7
2455821.5,1b426.6b6
2455822.0,1b426.6b6
2455822.5,1b426.6b5
2455823.0,1b426.6b5
2455823.5,1b426.6b4
2455824.0,1b426.6b4
2455824.5,1b426.6b3
2455825.0,1b426.6b3
2455825.5,1b426.6b2
2455826.0,1b426.6b2
2455826.5,1b426.6b1
2455827.0,1b426.6b1
2455827.5,1b426.6b0
2455828.0,1b426.60
2455828.5,1b426.61
2455829.0,1b426.61
2455829.5,1b426.62
2455830.0,1b426.62
2455830.5,1b426.63
2455831.0,1b426.63
2455831.5,1b426.64
2455832.0,1b426.64
2455832.5,1b426.65
2455833.0,1b426.65
2455833.5,1b426.66
2455834.0,1b426.66
2455834.5,1b426.67
2455835.0,1b426.67
2455835.5,1b426.7b7
2455836.0,1b426.7b7
2455836.5,1b426.7b6
2455837.0,1b426.7b6
2455837.5,1b426.7b5
2455838.0,1b426.7b5
2455838.5,1b426.7b4
2455839.0,1b426.7b4
2455839.5,1b426.7b3
2455840.0,1b426.7b3
2455840.5,1b426.7b2
2455841.0,1b426.7b2
2455841.5,1b426.7b1
2455842.0,1b426.7b1
2455842.5,1b426.7b0
2455843.0,1b426.70
2455843.5,1b426.71
2455844.0,1b426.71
2455844.5,1b426.72
2455845.0,1b426.72
2455845.5,1b426.73
2455846.0,1b426.73
2455846.5,1b426.74
2455847.0,1b426.74
2455847.5,1b426.75
2455848.0,1b426.75
2455848.5,1b426.76
2455849.0,1b426.76
2455849.5,1b426.77
2455850.0,1b426.77
2455850.5,1b426.8b7
2455851.0,1b426.8b7
2455851.5,1b426.8b6
2455852.0,1b426.8b6
2455852.5,1b426.8b5
2455853.0,1b426.8b5
2455853.5,1b426.8b4
2455854.0,1b426.8b4
2455854.5,1b426.8b3
2455855.0,1b426.8b3
2455855.5,1b426.8b2
2455856.0,1b426.8b2
2455856.5,1b426.8b1
2455857.0,1b426.8b1
2455857.5,1b426.8b0
2455858.0,1b426.80
2455858.5,1b426.81
2455859.0,1b426.81
2455859.5,1b426.82
2455860.0,1b426.82
2455860.5,1b426.83
2455861.0,1b426.83
2455861.5,1b426.84
2455862.0,1b426.84
2455862.5,1b426.85
2455863.0,1b426.85
2455863.5,1b426.86
2455864.0,1b426.86
2455864.5,1b426.87
2455865.0,1b426.87
2455865.5,1b426.9b7
2455866.0,1b426.9b7
2455866.5,1b426.9b6
2455867.0,1b426.9b6
2455867.5,1b426.9b5
2455868.0,1b426.9b5
2455868.5,1b426.9b4
2455869.0,1b426.9b4
2455869.5,1b426.9b3
2455870.0,1b426.9b3
2455870.5,1b426.9b2
2455871.0,1b426.9b2
2455871.5,1b426.9b1
2455872.0,1b426.9b1
2455872.5,1b426.9b0
2455873.0,1b426.90
2455873.5,1b426.91
2455874.0,1b426.91
2455874.5,1b426.92
2455875.0,1b426.92
2455875.5,1b426.93
2455876.0,1b426.93
2455876.5,1b426.94
2455877.0,1b426.94
2455877.5,1b426.95
2455878.0,1b426.95
2455878.5,1b426.96
2455879.0,1b426.96
2455879.5,1b426.97
2455880.0,1b426.97
2455880.5,1b426.Ab7
2455881.0,1b426.Ab7
2455881.5,1b426.Ab6
2455882.0,1b426.Ab6
2455882.5,1b426.Ab5
2455883.0,1b426.Ab5
2455883.5,1b426.Ab4
2455884.0,1b426.Ab4
2455884.5,1b426.Ab3
2455885.0,1b426.Ab3
2455885.5,1b426.Ab2
2455886.0,1b426.Ab2
2455886.5,1b426.Ab1
2455887.0,1b426.Ab1
2455887.5,1b426.Ab0
2455888.0,1b426.A0
2455888.5,1b426.A1
2455889.0,1b426.A1
2455889.5,1b426.A2
2455890.0,1b426.A2
2455890.5,1b426.A3
2455891.0,1b426.A3
2455891.5,1b426.A4
2455892.0,1b426.A4
2455892.5,1b426.A5
2455893.0,1b426.A5
2455893.5,1b426.A6
2455894.0,1b426.A6
2455894.5,1b426.A7
2455895.0,1b426.A7
2455895.5,1b426.Bb7
2455896.0,1b426.Bb7
2455896.5,1b426.Bb6
2455897.0,1b426.Bb6
2455897.5,1b426.Bb5
2455898.0,1b426.Bb5
2455898.5,1b426.Bb4
2455899.0,1b426.Bb4
2455899.5,1b426.Bb3
2455900.0,1b426.Bb3
2455900.5,1b426.Bb2
2455901.0,1b426.Bb2
2455901.5,1b426.Bb1
2455902.0,1b426.Bb1
2455902.5,1b426.Bb0
2455903.0,1b426.B0
2455903.5,1b426.B1
2455904.0,1b426.B1
2455904.5,1b426.B2
2455905.0,1b426.B2
2455905.5,1b426.B3
2455906.0,1b426.B3
2455906.5,1b426.B4
2455907.0,1b426.B4
2455907.5,1b426.B5
2455908.0,1b426.B5
2455908.5,1b426.B6
2455909.0,1b426.B6
2455909.5,1b426.B7
2455910.0,1b426.B7
2455910.5,1b426.Cb7
2455911.0,1b426.Cb7
2455911.5,1b426.Cb6
2455912.0,1b426.Cb6
2455912.5,1b426.Cb5
2455913.0,1b426.Cb5
2455913.5,1b426.Cb4
2455914.0,1b426.Cb4
2455914.5,1b426.Cb3
2455915.0,1b426.Cb3
2455915.5,1b426.Cb2
2455916.0,1b426.Cb2
2455916.5,1b426.Cb1
2455917.0,1b426.Cb1
2455917.5,1b426.Cb0
2455918.0,1b427.bC0
2455918.5,1b427.bC1
2455919.0,1b427.bC1
2455919.5,1b427.bC2
2455920.0,1b427.bC2
2455920.5,1b427.bC3
2455921.0,1b427.bC3
2455921.5,1b427.bC4
2455922.0,1b427.bC4
2455922.5,1b427.bC5
2455923.0,1b427.bC5
2455923.5,1b427.bC6
2455924.0,1b427.bC6
2455924.5,1b427.bC7
2455925.0,1b427.bBb7
2455925.5,1b427.bBb6
2455926.0,1b427.bBb6
2455926.5,1b427.bBb5
2455927.0,1b427.bBb5
2455927.5,1b427.bBb4
2455928.0,1b427.bBb4
2455928.5,1b427.bBb3
2455929.0,1b427.bBb3
2455929.5,1b427.bBb2
2455930.0,1b427.bBb2
2455930.5,1b427.bBb1
2455931.0,1b427.bBb1
2455931.5,1b427.bBb0
2455932.0,1b427.bB0
2455932.5,1b427.bB1
2455933.0,1b427.bB1
2455933.5,1b427.bB2
2455934.0,1b427.bB2
2455934.5,1b427.bB3
2455935.0,1b427.bB3
2455935.5,1b427.bB4
2455936.0,1b427.bB4
2455936.5,1b427.bB5
2455937.0,1b427.bB5
2455937.5,1b427.bB6
2455938.0,1b427.bB6
2455938.5,1b427.bB7
2455939.0,1b427.bB7
2455939.5,1b427.bAb7
2455940.0,1b427.bAb7
2455940.5,1b427.bAb6
2455941.0,1b427.bAb6
2455941.5,1b427.bAb5
2455942.0,1b427.bAb5
2455942.5,1b427.bAb4
2455943.0,1b427.bAb4
2455943.5,1b427.bAb3
2455944.0,1b427.bAb3
2455944.5,1b427.bAb2
2455945.0,1b427.bAb2
2455945.5,1b427.bAb1
2455946.0,1b427.bAb1
2455946.5,1b427.bAb0
2455947.0,1b427.bA0
2455947.5,1b427.bA1
2455948.0,1b427.bA1
2455948.5,1b427.bA2
2455949.0,1b427.bA2
2455949.5,1b427.bA3
2455950.0,1b427.bA3
2455950.5,1b427.bA4
2455951.0,1b427.bA4
2455951.5,1b427.bA5
2455952.0,1b427.bA5
2455952.5,1b427.bA6
2455953.0,1b427.bA6
2455953.5,1b427.bA7
2455954.0,1b427.bA7
2455954.5,1b427.b9b7
2455955.0,1b427.b9b7
2455955.5,1b427.b9b6
2455956.0,1b427.b9b6
2455956.5,1b427.b9b5
2455957.0,1b427.b9b5
2455957.5,1b427.b9b4
2455958.0,1b427.b9b4
2455958.5,1b427.b9b3
2455959.0,1b427.b9b3
2455959.5,1b427.b9b2
2455960.0,1b427.b9b2
2455960.5,1b427.b9b1
2455961.0,1b427.b9b1
2455961.5,1b427.b9b0
2455962.0,1b427.b90
2455962.5,1b427.b91
2455963.0,1b427.b91
2455963.5,1b427.b92
2455964.0,1b427.b92
2455964.5,1b427.b93
2455965.0,1b427.b93
2455965.5,1b427.b94
2455966.0,1b427.b94
2455966.5,1b427.b95
2455967.0,1b427.b95
2455967.5,1b427.b96
2455968.0,1b427.b96
2455968.5,1b427.b97
2455969.0,1b427.b97
2455969.5,1b427.b8b7
2455970.0,1b427.b8b7
2455970.5,1b427.b8b6
2455971.0,1b427.b8b6
2455971.5,1b427.b8b5
2455972.0,1b427.b8b5
2455972.5,1b427.b8b4
2455973.0,1b427.b8b4
2455973.5,1b427.b8b3
2455974.0,1b427.b8b3
2455974.5,1b427.b8b2
2455975.0,1b427.b8b2
2455975.5,1b427.b8b1
2455976.0,1b427.b8b1
2455976.5,1b427.b8b0
2455977.0,1b427.b80
2455977.5,1b427.b81
2455978.0,1b427.b81
2455978.5,1b427.b82
2455979.0,1b427.b82
2455979.5,1b427.b83
2455980.0,1b427.b83
2455980.5,1b427.b84
2455981.0,1b427.b84
2455981.5,1b427.b85
2455982.0,1b427.b85
2455982.5,1b427.b86
2455983.0,1b427.b86
2455983.5,1b427.b87
2455984.0,1b427.b87
2455984.5,1b427.b7b7
2455985.0,1b427.b7b7
2455985.5,1b427.b7b6
2455986.0,1b427.b7b6
2455986.5,1b427.b7b5
2455987.0,1b427.b7b5
2455987.5,1b427.b7b4
2455988.0,1b427.b7b4
2455988.5,1b427.b7b3
2455989.0,1b427.b7b3
2455989.5,1b427.b7b2
2455990.0,1b427.b7b2
2455990.5,1b427.b7b1
2455991.0,1b427.b7b1
2455991.5,1b427.b7b0
2455992.0,1b427.b70
2455992.5,1b427.b71
2455993.0,1b427.b71
2455993.5,1b427.b72
2455994.0,1b427.b72
2455994.5,1b427.b73
2455995.0,1b427.b73
2455995.5,1b427.b74
2455996.0,1b427.b74
2455996.5,1b427.b75
2455997.0,1b427.b75
2455997.5,1b427.b76
2455998.0,1b427.b76
2455998.5,1b427.b77
2455999.0,1b427.b77
2455999.5,1b427.b6b7
2456000.0,1b427.b6b7
2456000.5,1b427.b6b6
2456001.0,1b427.b6b6
2456001.5,1b427.b6b5
2456002.0,1b427.b6b5
2456002.5,1b427.b6b4
2456003.0,1b427.b6b4
2456003.5,1b427.b6b3
2456004.0,1b427.b6b3
2456004.5,1b427.b6b2
2456005.0,1b427.b6b2
2456005.5,1b427.b6b1
2456006.0,1b427.b6b1
2456006.5,1b427.b6b0
2456007.0,1b427.b60
2456007.5,1b427.b61
2456008.0,1b427.b61
2456008.5,1b427.b62
2456009.0,1b427.b62
2456009.5,1b427.b63
2456010.0,1b427.b63
2456010.5,1b427.b64
2456011.0,1b427.b64
2456011.5,1b427.b65
2456012.0,1b427.b65
2456012.5,1b427.b66
2456013.0,1b427.b66
2456013.5,1b427.b67
2456014.0,1b427.b67
2456014.5,1b427.b5b7
2456015.0,1b427.b5b7
2456015.5,1b427.b5b6
2456016.0,1b427.b5b6
2456016.5,1b427.b5b5
2456017.0,1b427.b5b5
2456017.5,1b427.b5b4
2456018.0,1b427.b5b4
2456018.5,1b427.b5b3
2456019.0,1b427.b5b3
2456019.5,1b427.b5b2
2456020.0,1b427.b5b2
2456020.5,1b427.b5b1
2456021.0,1b427.b5b1
2456021.5,1b427.b5b0
2456022.0,1b427.b50
2456022.5,1b427.b51
2456023.0,1b427.b51
2456023.5,1b427.b52
2456024.0,1b427.b52
2456024.5,1b427.b53
2456025.0,1b427.b53
2456025.5,1b427.b54
2456026.0,1b427.b54
2456026.5,1b427.b55
2456027.0,1b427.b55
2456027.5,1b427.b56
2456028.0,1b427.b56
2456028.5,1b427.b57
2456029.0,1b427.b57
2456029.5,1b427.b4b7
2456030.0,1b427.b4b7
2456030.5,1b427.b4b6
2456031.0,1b427.b4b6
2456031.5,1b427.b4b5
2456032.0,1b427.b4b5
2456032.5,1b427.b4b4
2456033.0,1b427.b4b4
2456033.5,1b427.b4b3
2456034.0,1b427.b4b3
2456034.5,1b427.b4b2
2456035.0,1b427.b4b2
2456035.5,1b427.b4b1
2456036.0,1b427.b4b1
2456036.5,1b427.b4b0
2456037.0,1b427.b40
2456037.5,1b427.b41
2456038.0,1b427.b41
2456038.5,1b427.b42
2456039.0,1b427.b42
2456039.5,1b427.b43
2456040.0,1b427.b43
2456040.5,1b427.b44
2456041.0,1b427.b44
2456041.5,1b427.b45
2456042.0,1b427.b45
2456042.5,1b427.b46
2456043.0,1b427.b46
2456043.5,1b427.b47
2456044.0,1b427.b47
2456044.5,1b427.b48
2456045.0,1b427.b3b8
2456045.5,1b427.b3b7
2456046.0,1b427.b3b7
2456046.5,1b427.b3b6
2456047.0,1b427.b3b6
2456047.5,1b427.b3b5
2456048.0,1b427.b3b5
2456048.5,1b427.b3b4
2456049.0,1b427.b3b4
2456049.5,1b427.b3b3
2456050.0,1b427.b3b3
2456050.5,1b427.b3b2
2456051.0,1b427.b3b2
2456051.5,1b427.b3b1
2456052.0,1b427.b3b1
2456052.5,1b427.b3b0
2456053.0,1b427.b30
2456053.5,1b427.b31
2456054.0,1b427.b31
2456054.5,1b427.b32
2456055.0,1b427.b32
2456055.5,1b427.b33
2456056.0,1b427.b33
2456056.5,1b427.b34
2456057.0,1b427.b34
2456057.5,1b427.b35
2456058.0,1b427.b35
2456058.5,1b427.b36
2456059.0,1b427.b36
2456059.5,1b427.b37
2456060.0,1b427.b37
2456060.5,1b427.b2b7
2456061.0,1b427.b2b7
2456061.5,1b427.b2b6
2456062.0,1b427.b2b6
2456062.5,1b427.b2b5
2456063.0,1b427.b2b5
2456063.5,1b427.b2b4
2456064.0,1b427.b2b4
2456064.5,1b427.b2b3
2456065.0,1b427.b2b3
2456065.5,1b427.b2b2
2456066.0,1b427.b2b2
2456066.5,1b427.b2b1
2456067.0,1b427.b2b1
2456067.5,1b427.b2b0
2456068.0,1b427.b20
2456068.5,1b427.b21
2456069.0,1b427.b21
2456069.5,1b427.b22
2456070.0,1b427.b22
2456070.5,1b427.b23
2456071.0,1b427.b23
2456071.5,1b427.b24
2456072.0,1b427.b24
2456072.5,1b427.b25
2456073.0,1b427.b25
2456073.5,1b427.b26
2456074.0,1b427.b26
2456074.5,1b427.b27
2456075.0,1b427.b27
2456075.5,1b427.b28
2456076.0,1b427.b1b8
2456076.5,1b427.b1b7
2456077.0,1b427.b1b7
2456077.5,1b427.b1b6
2456078.0,1b427.b1b6
2456078.5,1b427.b1b5
2456079.0,1b427.b1b5
2456079.5,1b427.b1b4
2456080.0,1b427.b1b4
2456080.5,1b427.b1b3
2456081.0,1b427.b1b3
2456081.5,1b427.b1b2
2456082.0,1b427.b1b2
2456082.5,1b427.b1b1
2456083.0,1b427.b1b1
2456083.5,1b427.b1b0
2456084.0,1b427.b10
2456084.5,1b427.b11
2456085.0,1b427.b11
2456085.5,1b427.b12
2456086.0,1b427.b12
2456086.5,1b427.b13
2456087.0,1b427.b13
2456087.5,1b427.b14
2456088.0,1b427.b14
2456088.5,1b427.b15
2456089.0,1b427.b15
2456089.5,1b427.b16
2456090.0,1b427.b16
2456090.5,1b427.b17
2456091.0,1b427.b17
2456091.5,1b427.b0b7
2456092.0,1b427.b0b7
2456092.5,1b427.b0b6
2456093.0,1b427.b0b6
2456093.5,1b427.b0b5
2456094.0,1b427.b0b5
2456094.5,1b427.b0b4
2456095.0,1b427.b0b4
2456095.5,1b427.b0b3
2456096.0,1b427.b0b3
2456096.5,1b427.b0b2
2456097.0,1b427.b0b2
2456097.5,1b427.b0b1
2456098.0,1b427.b0b1
2456098.5,1b427.b0b0
2456099.0,1b427.00
2456099.5,1b427.01
2456100.0,1b427.01
2456100.5,1b427.02
2456101.0,1b427.02
2456101.5,1b427.03
2456102.0,1b427.03
2456102.5,1b427.04
2456103.0,1b427.04
2456103.5,1b427.05
2456104.0,1b427.05
2456104.5,1b427.06
2456105.0,1b427.06
2456105.5,1b427.07
2456106.0,1b427.07
2456106.5,1b427.08
2456107.0,1b427.1b8
2456107.5,1b427.1b7
2456108.0,1b427.1b7
2456108.5,1b427.1b6
2456109.0,1b427.1b6
2456109.5,1b427.1b5
2456110.0,1b427.1b5
2456110.5,1b427.1b4
2456111.0,1b427.1b4
2456111.5,1b427.1b3
2456112.0,1b427.1b3
2456112.5,1b427.1b2
2456113.0,1b427.1b2
2456113.5,1b427.1b1
2456114.0,1b427.1b1
2456114.5,1b427.1b0
2456115.0,1b427.10
2456115.5,1b427.11
2456116.0,1b427.11
2456116.5,1b427.12
2456117.0,1b427.12
2456117.5,1b427.13
2456118.0,1b427.13
2456118.5,1b427.14
2456119.0,1b427.14
2456119.5,1b427.15
2456120.0,1b427.15
2456120.5,1b427.16
2456121.0,1b427.16
2456121.5,1b427.17
2456122.0,1b427.17
2456122.5,1b427.18
2456123.0,1b427.2b8
2456123.5,1b427.2b7
2456124.0,1b427.2b7
2456124.5,1b427.2b6
2456125.0,1b427.2b6
2456125.5,1b427.2b5
2456126.0,1b427.2b5
2456126.5,1b427.2b4
2456127.0,1b427.2b4
2456127.5,1b427.2b3
2456128.0,1b427.2b3
2456128.5,1b427.2b2
2456129.0,1b427.2b2
2456129.5,1b427.2b1
2456130.0,1b427.2b1
2456130.5,1b427.2b0
2456131.0,1b427.20
2456131.5,1b427.21
2456132.0,1b427.21
2456132.5,1b427.22
2456133.0,1b427.22
2456133.5,1b427.23
2456134.0,1b427.23
2456134.5,1b427.24
2456135.0,1b427.24
2456135.5,1b427.25
2456136.0,1b427.25
2456136.5,1b427.26
2456137.0,1b427.26
2456137.5,1b427.27
2456138.0,1b427.27
2456138.5,1b427.28
2456139.0,1b427.3b8
2456139.5,1b427.3b7
2456140.0,1b427.3b7
2456140.5,1b427.3b6
2456141.0,1b427.3b6
2456141.5,1b427.3b5
2456142.0,1b427.3b5
2456142.5,1b427.3b4
2456143.0,1b427.3b4
2456143.5,1b427.3b3
2456144.0,1b427.3b3
2456144.5,1b427.3b2
2456145.0,1b427.3b2
2456145.5,1b427.3b1
2456146.0,1b427.3b1
2456146.5,1b427.3b0
2456147.0,1b427.30
2456147.5,1b427.31
2456148.0,1b427.31
2456148.5,1b427.32
2456149.0,1b427.32
2456149.5,1b427.33
2456150.0,1b427.33
2456150.5,1b427.34
2456151.0,1b427.34
2456151.5,1b427.35
2456152.0,1b427.35
2456152.5,1b427.36
2456153.0,1b427.36
2456153.5,1b427.37
2456154.0,1b427.37
2456154.5,1b427.4b7
2456155.0,1b427.4b7
2456155.5,1b427.4b6
2456156.0,1b427.4b6
2456156.5,1b427.4b5
2456157.0,1b427.4b5
2456157.5,1b427.4b4
2456158.0,1b427.4b4
2456158.5,1b427.4b3
2456159.0,1b427.4b3
2456159.5,1b427.4b2
2456160.0,1b427.4b2
2456160.5,1b427.4b1
2456161.0,1b427.4b1
2456161.5,1b427.4b0
2456162.0,1b427.40
2456162.5,1b427.41
2456163.0,1b427.41
2456163.5,1b427.42
2456164.0,1b427.42
2456164.5,1b427.43
2456165.0,1b427.43
2456165.5,1b427.44
2456166.0,1b427.44
2456166.5,1b427.45
2456167.0,1b427.45
2456167.5,1b427.46
2456168.0,1b427.46
2456168.5,1b427.47
2456169.0,1b427.47
2456169.5,1b427.48
2456170.0,1b427.5b8
2456170.5,1b427.5b7
2456171.0,1b427.5b7
2456171.5,1b427.5b6
2456172.0,1b427.5b6
2456172.5,1b427.5b5
2456173.0,1b427.5b5
2456173.5,1b427.5b4
2456174.0,1b427.5b4
2456174.5,1b427.5b3
2456175.0,1b427.5b3
2456175.5,1b427.5b2
2456176.0,1b427.5b2
2456176.5,1b427.5b1
2456177.0,1b427.5b1
2456177.5,1b427.5b0
2456178.0,1b427.50
2456178.5,1b427.51
2456179.0,1b427.51
2456179.5,1b427.52
2456180.0,1b427.52
2456180.5,1b427.53
2456181.0,1b427.53
2456181.5,1b427.54
2456182.0,1b427.54
2456182.5,1b427.55
2456183.0,1b427.55
2456183.5,1b427.56
2456184.0,1b427.56
2456184.5,1b427.57
2456185.0,1b427.57
2456185.5,1b427.6b7
2456186.0,1b427.6b7
2456186.5,1b427.6b6
2456187.0,1b427.6b6
2456187.5,1b427.6b5
2456188.0,1b427.6b5
2456188.5,1b427.6b4
2456189.0,1b427.6b4
2456189.5,1b427.6b3
2456190.0,1b427.6b3
2456190.5,1b427.6b2
2456191.0,1b427.6b2
2456191.5,1b427.6b1
2456192.0,1b427.6b1
2456192.5,1b427.6b0
2456193.0,1b427.60
2456193.5,1b427.61
2456194.0,1b427.61
2456194.5,1b427.62
2456195.0,1b427.62
2456195.5,1b427.63
2456196.0,1b427.63
2456196.5,1b427.64
2456197.0,1b427.64
2456197.5,1b427.65
2456198.0,1b427.65
2456198.5,1b427.66
2456199.0,1b427.66
2456199.5,1b427.67
2456200.0,1b427.67
2456200.5,1b427.7b7
2456201.0,1b427.7b7
2456201.5,1b427.7b6
2456202.0,1b427.7b6
2456202.5,1b427.7b5
2456203.0,1b427.7b5
2456203.5,1b427.7b4
2456204.0,1b427.7b4
2456204.5,1b427.7b3
2456205.0,1b427.7b3
2456205.5,1b427.7b2
2456206.0,1b427.7b2
2456206.5,1b427.7b1
2456207.0,1b427.7b1
2456207.5,1b427.7b0
2456208.0,1b427.70
2456208.5,1b427.71
2456209.0,1b427.71
2456209.5,1b427.72
2456210.0,1b427.72
2456210.5,1b427.73
2456211.0,1b427.73
2456211.5,1b427.74
2456212.0,1b427.74
2456212.5,1b427.75
2456213.0,1b427.75
2456213.5,1b427.76
2456214.0,1b427.76
2456214.5,1b427.77
2456215.0,1b427.77
2456215.5,1b427.78
2456216.0,1b427.8b8
2456216.5,1b427.8b7
2456217.0,1b427.8b7
2456217.5,1b427.8b6
2456218.0,1b427.8b6
2456218.5,1b427.8b5
2456219.0,1b427.8b5
2456219.5,1b427.8b4
2456220.0,1b427.8b4
2456220.5,1b427.8b3
2456221.0,1b427.8b3
2456221.5,1b427.8b2
2456222.0,1b427.8b2
2456222.5,1b427.8b1
2456223.0,1b427.8b1
2456223.5,1b427.8b0
2456224.0,1b427.80
2456224.5,1b427.81
2456225.0,1b427.81
2456225.5,1b427.82
2456226.0,1b427.82
2456226.5,1b427.83
2456227.0,1b427.83
2456227.5,1b427.84
2456228.0,1b427.84
2456228.5,1b427.85
2456229.0,1b427.85
2456229.5,1b427.86
2456230.0,1b427.86
2456230.5,1b427.87
2456231.0,1b427.87
2456231.5,1b427.9b7
2456232.0,1b427.9b7
2456232.5,1b427.9b6
2456233.0,1b427.9b6
2456233.5,1b427.9b5
2456234.0,1b427.9b5
2456234.5,1b427.9b4
2456235.0,1b427.9b4
2456235.5,1b427.9b3
2456236.0,1b427.9b3
2456236.5,1b427.9b2
2456237.0,1b427.9b2
2456237.5,1b427.9b1
2456238.0,1b427.9b1
2456238.5,1b427.9b0
2456239.0,1b427.90
2456239.5,1b427.91
2456240.0,1b427.91
2456240.5,1b427.92
2456241.0,1b427.92
2456241.5,1b427.93
2456242.0,1b427.93
2456242.5,1b427.94
2456243.0,1b427.94
2456243.5,1b427.95
2456244.0,1b427.95
2456244.5,1b427.96
2456245.0,1b427.96
2456245.5,1b427.97
2456246.0,1b427.Ab7
2456246.5,1b427.Ab6
2456247.0,1b427.Ab6
2456247.5,1b427.Ab5
2456248.0,1b427.Ab5
2456248.5,1b427.Ab4
2456249.0,1b427.Ab4
2456249.5,1b427.Ab3
2456250.0,1b427.Ab3
2456250.5,1b427.Ab2
2456251.0,1b427.Ab2
2456251.5,1b427.Ab1
2456252.0,1b427.Ab1
2456252.5,1b427.Ab0
2456253.0,1b427.A0
2456253.5,1b427.A1
2456254.0,1b427.A1
2456254.5,1b427.A2
2456255.0,1b427.A2
2456255.5,1b427.A3
2456256.0,1b427.A3
2456256.5,1b427.A4
2456257.0,1b427.A4
2456257.5,1b427.A5
2456258.0,1b427.A5
2456258.5,1b427.A6
2456259.0,1b427.A6
2456259.5,1b427.A7
2456260.0,1b427.A7
2456260.5,1b427.Bb7
2456261.0,1b427.Bb7
2456261.5,1b427.Bb6
2456262.0,1b427.Bb6
2456262.5,1b427.Bb5
2456263.0,1b427.Bb5
2456263.5,1b427.Bb4
2456264.0,1b427.Bb4
2456264.5,1b427.Bb3
2456265.0,1b427.Bb3
2456265.5,1b427.Bb2
2456266.0,1b427.Bb2
2456266.5,1b427.Bb1
2456267.0,1b427.Bb1
2456267.5,1b427.Bb0
2456268.0,1b427.B0
2456268.5,1b427.B1
2456269.0,1b427.B1
2456269.5,1b427.B2
2456270.0,1b427.B2
